customer_id,account_id,date_key,total_amount,num_trans,first_transaction,last_transaction
2950,training,1_2017,53.62,1,9917,9917
2339,training,1_2017,1205.05,3,9897,9928
1986,training,1_2017,517.45,2,9876,9878
2783,training,1_2017,1777.80,4,9866,9936
1243,training,1_2017,2144.39,6,9879,9922
3002,training,1_2017,1424.33,2,9867,9889
2596,training,1_2017,596.55,1,9871,9871
1173,training,1_2017,513.85,1,9935,9935
3214,training,1_2017,1245.23,2,9910,9914
1272,training,1_2017,2577.28,3,9909,9940
2003,training,1_2017,1531.42,1,9920,9920
1040,training,1_2017,1854.65,2,9870,9935
488,training,1_2017,1350.40,3,9908,9948
3108,training,1_2017,1128.28,2,9939,9944
2549,training,1_2017,1999.62,2,9901,9941
993,training,1_2017,1081.25,2,9907,9925
1839,training,1_2017,1486.32,2,9905,9916
3315,training,1_2017,513.79,2,9915,9919
419,training,1_2017,13.44,1,9864,9864
1506,training,1_2017,2261.00,3,9882,9941
927,training,1_2017,1729.99,3,9908,9930
2434,training,1_2017,1192.43,3,9905,9926
757,training,1_2017,141.92,2,9899,9918
1778,training,1_2017,999.53,2,9877,9913
32,training,1_2017,1177.92,2,9875,9946
2489,training,1_2017,2185.04,4,9877,9943
1335,training,1_2017,1572.66,3,9935,9950
806,training,1_2017,2373.53,2,9892,9944
22,training,1_2017,2383.37,3,9867,9941
1591,training,1_2017,2408.60,4,9906,9928
1453,training,1_2017,205.36,1,9925,9925
1339,training,1_2017,994.10,3,9897,9941
3382,training,1_2017,931.95,3,9864,9941
2503,training,1_2017,1592.59,3,9886,9947
1057,training,1_2017,829.65,1,9918,9918
2403,training,1_2017,1766.38,3,9879,9917
2073,training,1_2017,2925.85,4,9913,9945
2135,training,1_2017,1759.85,1,9887,9887
3262,training,1_2017,2972.77,4,9874,9948
788,training,1_2017,1397.36,3,9863,9941
1229,training,1_2017,970.91,3,9904,9931
2267,training,1_2017,1302.08,2,9877,9894
1365,training,1_2017,430.64,2,9882,9892
3349,training,1_2017,2530.99,2,9912,9938
1002,training,1_2017,1252.34,3,9916,9937
2282,training,1_2017,2004.44,2,9909,9910
2656,training,1_2017,534.22,2,9868,9930
1597,training,1_2017,2381.65,5,9873,9946
2713,training,1_2017,137.90,1,9873,9873
1017,training,1_2017,1549.28,2,9871,9894
2406,training,1_2017,911.60,2,9918,9942
1596,training,1_2017,596.55,1,9874,9874
868,training,1_2017,183.27,2,9930,9942
2036,training,1_2017,247.87,2,9872,9950
3077,training,1_2017,1516.13,1,9930,9930
369,training,1_2017,505.81,2,9922,9936
2687,training,1_2017,1167.11,2,9868,9933
1420,training,1_2017,1484.04,3,9875,9931
2885,training,1_2017,125.07,1,9947,9947
3370,training,1_2017,911.71,3,9883,9915
3393,training,1_2017,748.90,1,9890,9890
3466,training,1_2017,56.93,1,9902,9902
352,training,1_2017,1884.44,2,9886,9942
1258,training,1_2017,1740.85,4,9879,9924
3198,training,1_2017,826.51,1,9891,9891
2833,training,1_2017,1932.14,2,9886,9914
2362,training,1_2017,53.62,1,9905,9905
2969,training,1_2017,513.85,1,9895,9895
2904,training,1_2017,953.02,3,9909,9943
2815,training,1_2017,2326.21,3,9868,9910
302,training,1_2017,1769.52,2,9881,9949
2147,training,1_2017,74.51,1,9899,9899
825,training,1_2017,1410.89,4,9873,9939
1643,training,1_2017,2347.42,4,9870,9933
1524,training,1_2017,463.98,2,9934,9950
323,training,1_2017,1447.21,3,9922,9945
2530,training,1_2017,1143.84,3,9901,9944
2426,training,1_2017,1610.90,1,9937,9937
2819,training,1_2017,2092.19,3,9865,9949
3260,training,1_2017,379.06,2,9899,9927
2266,training,1_2017,1579.85,4,9864,9886
1097,training,1_2017,1441.42,2,9884,9926
1745,training,1_2017,3237.24,4,9871,9932
2252,training,1_2017,1438.95,3,9898,9913
