id,x,tx,T,predict
1268965028,0,0,192,0.00022661145973047734
1427377250,0,0,192,0.00022661145973047734
1345645470,0,0,192,0.00022661145973047734
1510985507,0,0,192,0.00022661145973047734
2028353597,0,0,192,0.00022661145973047734
2247436226,0,0,192,0.00022661145973047734
1399717763,0,0,192,0.00022661145973047734
1343304073,0,0,192,0.00022661145973047734
1433639222,1,98,192,0.03420728207375289
2224624949,0,0,192,0.00022661145973047734
1170402635,0,0,192,0.00022661145973047734
1956514677,0,0,191,0.00022826117788682168
1268123167,0,0,191,0.00022826117788682168
1506942193,0,0,191,0.00022826117788682168
2183587621,0,0,191,0.00022826117788682168
2102758842,0,0,191,0.00022826117788682168
1818459107,0,0,191,0.00022826117788682168
1495546601,0,0,191,0.00022826117788682168
1734619244,0,0,191,0.00022826117788682168
2078631346,0,0,191,0.00022826117788682168
1174075413,0,0,191,0.00022826117788682168
1970001535,0,0,191,0.00022826117788682168
1230328886,0,0,191,0.00022826117788682168
1390253108,0,0,191,0.00022826117788682168
1261506329,0,0,191,0.00022826117788682168
1966792534,0,0,191,0.00022826117788682168
1504677876,0,0,191,0.00022826117788682168
1427947814,0,0,190,0.00022993018902500817
1488580194,0,0,190,0.00022993018902500817
1452430907,0,0,190,0.00022993018902500817
1755547597,0,0,190,0.00022993018902500817
1442221719,0,0,190,0.00022993018902500817
2047069582,0,0,190,0.00022993018902500817
1527081323,0,0,190,0.00022993018902500817
2291220755,0,0,190,0.00022993018902500817
1250503663,0,0,190,0.00022993018902500817
1158643316,0,0,190,0.00022993018902500817
1613671593,0,0,190,0.00022993018902500817
1190725235,0,0,190,0.00022993018902500817
2033012103,0,0,190,0.00022993018902500817
1274554132,0,0,189,0.00023161880613042216
1708226246,0,0,189,0.00023161880613042216
1345512486,0,0,189,0.00023161880613042216
1328655639,0,0,189,0.00023161880613042216
1615541307,0,0,189,0.00023161880613042216
1608212440,0,0,189,0.00023161880613042216
1672489632,0,0,189,0.00023161880613042216
1816696604,0,0,189,0.00023161880613042216
1320402298,0,0,189,0.00023161880613042216
1722428885,0,0,189,0.00023161880613042216
1394916029,0,0,189,0.00023161880613042216
1599900211,0,0,189,0.00023161880613042216
1197578514,0,0,189,0.00023161880613042216
2137995789,0,0,189,0.00023161880613042216
1809089624,0,0,189,0.00023161880613042216
1692064673,0,0,189,0.00023161880613042216
2096077737,0,0,189,0.00023161880613042216
1936070943,0,0,189,0.00023161880613042216
1677064369,0,0,189,0.00023161880613042216
1834165331,0,0,188,0.0002333273487180519
1914208132,0,0,188,0.0002333273487180519
1805631856,0,0,188,0.0002333273487180519
1581701776,0,0,188,0.0002333273487180519
1608389049,0,0,188,0.0002333273487180519
1952117579,0,0,188,0.0002333273487180519
2119495453,0,0,188,0.0002333273487180519
2287698734,0,0,188,0.0002333273487180519
2281346216,0,0,188,0.0002333273487180519
1908687730,0,0,188,0.0002333273487180519
1267554075,0,0,188,0.0002333273487180519
2087162878,0,0,188,0.0002333273487180519
1189315707,0,0,188,0.0002333273487180519
1749956120,0,0,188,0.0002333273487180519
1366191145,0,0,187,0.0002350561429997065
1605721867,0,0,187,0.0002350561429997065
2303194906,0,0,187,0.0002350561429997065
1789331873,0,0,187,0.0002350561429997065
2285720222,0,0,187,0.0002350561429997065
1852497804,0,0,187,0.0002350561429997065
1398332479,0,0,187,0.0002350561429997065
2019541467,0,0,187,0.0002350561429997065
2052871340,0,0,187,0.0002350561429997065
1921116388,0,0,187,0.0002350561429997065
1555119603,0,0,187,0.0002350561429997065
1388782204,0,0,187,0.0002350561429997065
1280462822,0,0,187,0.0002350561429997065
1732840492,0,0,187,0.0002350561429997065
1157619355,0,0,187,0.0002350561429997065
1273310528,0,0,187,0.0002350561429997065
2203065404,0,0,187,0.0002350561429997065
1782317820,0,0,187,0.0002350561429997065
