id,x,tx,T,predict
2950,1,60,217,1.3320476812795672
2339,5,167,237,1.4472952152124137
1986,4,228,258,1.4062644821566292
2783,7,254,268,1.4937821921418242
1243,8,147,255,1.5311716265679909
3002,5,252,267,1.432783390710345
2596,3,261,263,1.3731210699618899
1173,2,182,199,1.3717119378641036
3214,2,66,224,1.360083176553638
1272,8,204,225,1.5467430534827697
2003,1,86,214,1.3334073927447228
1040,3,194,264,1.3726616729698706
488,3,171,226,1.3903376404188568
3108,3,193,195,1.4050982562626142
2549,2,129,233,1.3559449420798573
993,5,209,227,1.4521980365752878
1839,3,162,229,1.3889256350850077
3315,5,218,219,1.4561442751503018
419,4,256,270,1.4006299657494878
1506,6,249,252,1.4709067106210245
927,2,22,226,1.3591613874857609
2434,5,145,229,1.4512148167137526
757,3,201,235,1.3861102110406727
1778,1,36,257,1.3141796227497384
32,6,212,259,1.4674561505670014
2489,6,212,257,1.4684403718061052
1335,5,118,199,1.4661043449467557
806,1,52,242,1.3208236852844168
22,7,261,267,1.4942814569034013
1591,7,159,228,1.5140165355760506
1453,2,183,209,1.367036652350135
1339,4,226,237,1.416234743153936
3382,7,259,270,1.4927846628272088
2503,3,231,248,1.380049110820393
1057,2,195,216,1.363782870062164
2403,4,196,255,1.40768020175902
2073,5,96,221,1.455155706195548
2135,1,201,247,1.3186015458403588
3262,4,229,260,1.4053222500338507
788,3,193,271,1.3694544809885896
1229,3,70,230,1.3884556037628002
2267,4,249,257,1.4067360721835624
1365,3,126,252,1.378194806755287
3349,4,92,222,1.4234433555296833
1002,3,154,218,1.394117061822136
2282,4,130,225,1.4219957683491633
2656,6,219,266,1.4640217417741754
1597,8,204,261,1.5280948882799963
2713,0,0,261,1.2816082840185057
1017,2,128,263,1.3423308730051318
2406,2,196,216,1.363782870062164
1596,3,216,260,1.3745011077823006
868,3,132,204,1.4007807281828115
2036,8,261,262,1.527583300296587
3077,2,150,204,1.3693703045446566
369,7,202,212,1.522264598741008
2687,3,208,266,1.3717438005555864
1420,2,56,259,1.3441302658582297
2885,8,184,187,1.5669274500177133
3370,5,217,251,1.4404866204087903
3393,3,238,244,1.3819084113868156
3466,1,196,232,1.3252905089797735
352,3,135,248,1.3800491108203923
1258,6,233,255,1.4694259141635047
3198,3,233,243,1.3823740195991427
2833,3,222,248,1.3800491108203927
2362,0,0,229,1.295491835323502
2969,3,198,239,1.3842395942424297
2904,4,215,225,1.4219957683491635
2815,7,235,266,1.4947810555137047
302,1,68,253,1.3159448282708366
2147,2,201,235,1.3550287519214856
825,4,124,261,1.4048516073030786
1643,6,210,264,1.4650013599580856
1524,5,167,200,1.4656031065226534
323,4,201,212,1.4282900045062095
2530,5,224,233,1.4492523657607792
2426,3,167,197,1.4041365070711607
2819,3,198,269,1.3703692912414018
3260,2,202,235,1.3550287519214856
2266,7,252,270,1.4927846628272088
1097,2,153,250,1.3481965915013696
1745,6,247,263,1.465491660832162
2252,4,197,236,1.416713045066447
1881,3,113,271,1.3694544809885887
2091,2,80,200,1.371242970745611
1478,5,153,220,1.455649822832342
1614,5,134,204,1.4636015754591185
968,6,239,253,1.4704127803009879
2589,3,199,242,1.3828399416731896
366,4,225,249,1.4105202096461567
2567,2,155,207,1.3679691581061775
1808,5,213,263,1.4347014638754039
3270,4,224,255,1.4076802017590202
2834,0,0,227,1.2963695512827975
3015,7,243,269,1.4932832608944508
2775,2,153,253,1.3468384186768703
2492,4,166,215,1.4268325478787323
389,5,216,238,1.446806753247924
140,4,159,266,1.4025031142951152
2377,2,176,207,1.3679691581061775
3249,4,162,269,1.4010977836546632
3415,4,200,211,1.428776485268729
3388,6,218,230,1.481857756946764
15,4,243,253,1.408625599488929
125,8,227,260,1.528606819040057
359,5,235,254,1.4390359617690618
234,6,232,242,1.4758643262563425
1588,3,203,243,1.3823740195991425
167,6,248,258,1.4679480962128502
647,7,226,253,1.5013063707070176
1304,3,199,258,1.3754226751285197
367,2,42,230,1.3573215527014766
524,6,208,255,1.4694259141635047
361,6,207,262,1.4659822900000314
804,1,102,197,1.3411651630977017
223,5,209,227,1.4521980365752878
2747,4,224,248,1.4109946587853197
547,4,249,262,1.404381279703479
1446,3,97,240,1.3837727286767256
1785,4,219,252,1.4090987747105315
3389,2,103,193,1.3745324906991119
1679,3,226,271,1.3694544809885896
693,1,4,228,1.3270857093409618
3013,6,222,262,1.4659822900000314
2234,5,203,266,1.4332624280346458
1171,7,195,232,1.5119684666288868
3381,4,167,271,1.4001624601430596
1042,1,31,222,1.32978764742412
867,5,68,270,1.4313481981087246
543,3,178,256,1.376345479077862
1707,3,220,242,1.3828399416731896
170,3,248,257,1.3758839223722903
3481,4,139,220,1.4244100521388565
3104,4,178,244,1.4128956514005302
695,6,215,263,1.465491660832162
252,2,199,205,1.3689029369232624
2770,4,216,265,1.4029721845298089
2518,2,192,248,1.3491035628554668
2538,3,224,242,1.3828399416731898
1677,7,255,262,1.4967827951483108
1141,4,184,226,1.4215138933519489
132,3,151,232,1.387516494862812
1691,3,68,253,1.377732009082899
1665,6,254,270,1.4620664304679676
2490,2,126,210,1.366570876056711
3023,3,171,212,1.3969651397612772
1409,0,0,185,1.3150802832434063
904,2,208,238,1.3536567857894557
2536,3,159,219,1.3936435108334881
3493,4,196,198,1.4351310261802195
2510,4,176,196,1.4361136682306748
2156,5,191,213,1.4591180575576654
2060,8,215,227,1.5456951118042808
2569,5,194,236,1.447784007111324
1436,3,182,234,1.3865786554732336
2175,1,4,209,1.3356797576981154
3154,5,239,245,1.4433967296653658
3190,6,220,221,1.4863848726281863
2383,6,222,259,1.4674561505670014
2777,5,214,226,1.4526901462850415
112,4,146,249,1.4105202096461564
2151,6,187,242,1.4758643262563425
1385,4,211,262,1.4043812797034787
2999,7,223,257,1.4992925216173782
2368,4,233,268,1.4015659141716248
2243,1,72,188,1.3453088759880583
1329,6,238,268,1.4630434328184234
2606,7,253,258,1.498789903240961
2101,5,204,255,1.4385530579612629
2554,3,185,257,1.37588392237229
2167,5,166,219,1.4561442751503015
633,5,247,269,1.4318262760679263
1791,5,240,266,1.433262428034646
411,4,137,233,1.4181498912004722
669,4,240,263,1.403911266918647
2894,7,219,252,1.5018106785762688
2908,2,112,236,1.3545711209766949
445,8,160,233,1.5425597894417027
463,4,181,201,1.4336595818694247
2488,2,242,248,1.3491035628554668
285,4,233,264,1.4034415686326105
1286,3,164,239,1.3842395942424297
3335,2,194,238,1.3536567857894557
3220,4,241,254,1.4081527419450288
3094,6,169,239,1.477358134204637
2346,4,114,185,1.441542343761047
269,4,157,234,1.417670618761832
475,4,205,246,1.411944515235757
1753,1,131,251,1.3168292104939638
3284,5,60,247,1.442425387663504
673,2,204,247,1.3495575062961467
2989,7,216,220,1.518129364219314
3091,1,33,249,1.3177147822166497
995,4,189,260,1.4053222500338505
513,3,109,270,1.3699117333902464
1060,5,163,259,1.4366246793898112
2524,5,155,248,1.441940206750247
3175,2,31,200,1.3712429707456097
1779,5,232,270,1.4313481981087266
955,1,58,257,1.3141796227497407
1051,4,105,193,1.4375901569767848
183,5,204,215,1.4581254480845438
2207,4,225,234,1.4176706187618322
2177,4,231,238,1.4157567640951003
2247,5,175,241,1.4453433436237395
2440,1,54,206,1.3370468980914318
967,2,91,259,1.3441302658582313
467,5,157,235,1.448273129279046
2412,3,52,207,1.3993474424441972
565,9,257,270,1.5542211275456888
1211,3,107,250,1.3791213354848137
3078,2,176,254,1.3463863022969624
1512,2,151,196,1.3731207658456612
482,8,194,247,1.5352932690308654
1298,4,212,262,1.4043812797034787
2140,7,237,244,1.5058573714416787
2025,3,182,229,1.3889256350850077
43,6,222,269,1.4625547684811886
3433,7,232,251,1.5023153253662023
3044,6,202,232,1.4808554736873683
2756,1,36,234,1.32439472889603
1368,3,242,268,1.3708271548482234
1405,7,157,196,1.5306030218081954
2309,9,237,252,1.5636186144867619
1527,5,218,238,1.446806753247924
508,5,192,256,1.4380704781451685
2545,2,179,205,1.3689029369232624
534,6,195,254,1.4699191815930954
2972,2,231,258,1.3445808681004097
1650,3,73,217,1.394590934739253
2758,1,12,227,1.3275352696032874
802,5,218,222,1.454661924898205
2142,5,184,264,1.4342214642953464
2979,3,219,242,1.3828399416731896
1589,3,245,263,1.3731210699618899
3314,3,76,206,1.399824878346983
147,4,250,260,1.4053222500338507
499,8,231,267,1.5250304899999274
2957,2,264,271,1.3387465018341203
2572,6,164,207,1.493482295458259
1041,1,148,270,1.3084752686717642
320,4,168,226,1.4215138933519489
1102,4,183,271,1.4001624601430596
1184,4,106,220,1.424410052138856
135,6,240,264,1.4650013599580856
470,3,229,249,1.3795850671696568
667,2,213,266,1.3409844868160556
504,7,188,233,1.5114573148813952
1579,7,247,248,1.5038313026801007
2650,2,210,232,1.3564035019212932
2911,1,66,258,1.3137390610722934
2369,4,196,232,1.4186294878043302
1033,5,184,266,1.4332624280346458
3463,2,133,243,1.351376339014033
355,3,99,235,1.386110211040672
3115,4,90,194,1.437097656843885
469,9,227,237,1.5715371034463346
2796,2,54,271,1.338746501834116
2759,4,249,268,1.4015659141716248
1729,4,198,210,1.42926329753839
166,4,218,241,1.4143247607750806
586,2,154,222,1.3610062167926433
2163,3,142,211,1.3974409511611046
1658,2,70,259,1.3441302658582306
3135,6,204,234,1.4798545453390277
2092,2,54,240,1.352743684121659
3084,4,177,251,1.409572267930084
1114,2,231,270,1.3391935010310054
127,6,251,270,1.4620664304679676
3360,4,188,266,1.4025031142951152
2099,4,98,237,1.4162347431539353
2646,4,198,226,1.421513893351949
641,3,157,268,1.370827154848223
2591,3,237,245,1.3814431167191732
3354,0,0,195,1.3105765258438629
1897,4,175,228,1.4205511224585095
1165,5,229,254,1.4390359617690618
690,4,243,251,1.4095722679300842
2191,3,207,234,1.3865786554732336
365,4,94,232,1.4186294878043295
1640,5,178,246,1.442910895191907
3498,5,203,239,1.446318620883902
1047,5,235,257,1.4375882219948348
713,3,55,219,1.3936435108334868
2220,2,108,263,1.342330873005131
529,3,168,258,1.3754226751285197
1029,4,192,244,1.4128956514005302
1978,1,192,253,1.3159448282708406
3102,4,171,186,1.441047132434242
2500,1,5,228,1.327085709340962
3491,3,142,240,1.3837727286767258
2290,4,151,216,1.4263473897643113
1419,3,78,228,1.389395984752662
668,5,236,244,1.4438828914142485
3326,8,216,263,1.5270720547456746
1625,6,165,229,1.4823594075281246
2774,3,145,242,1.3828399416731891
414,3,189,264,1.3726616729698706
2380,4,203,238,1.4157567640951003
756,3,176,186,1.409442481857567
773,4,156,194,1.4370976568438851
2881,4,169,229,1.4200702258993811
2678,4,220,242,1.4138480698675735
442,3,125,236,1.385642083021571
82,2,90,222,1.3610062167926429
406,5,231,246,1.4429108951919072
2223,3,69,261,1.3740407870588476
1864,8,248,259,1.5291190929213858
3251,7,259,260,1.4977856767885047
935,5,165,187,1.4721460584264114
1395,1,29,246,1.3190453753673004
1793,4,219,270,1.4006299657494876
347,5,252,255,1.4385530579612629
566,1,54,269,1.3089123064148704
137,3,180,247,1.3805134667519319
3128,4,192,205,1.4317023433739084
1389,6,261,262,1.4659822900000314
564,1,223,268,1.3093496362014247
486,3,189,227,1.3898666530892916
2939,2,179,202,1.3703059978469672
681,4,195,256,1.4072079786115168
3252,5,196,216,1.4576296496153855
17,1,48,200,1.339789592153262
1001,4,61,235,1.4171916701598568
1311,1,189,226,1.3279851345526714
421,4,98,230,1.4195896548241218
2651,6,211,229,1.4823594075281248
997,4,229,232,1.4186294878043302
1992,9,201,250,1.5646697993854728
110,5,248,254,1.4390359617690618
3273,5,215,239,1.446318620883902
173,6,241,270,1.4620664304679676
792,4,78,245,1.4124199231922692
3468,3,224,243,1.3823740195991427
1016,2,177,222,1.3610062167926438
85,3,131,264,1.37266167296987
2457,4,139,261,1.4048516073030786
